febuary

slime
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0
0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0
0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0
0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0
0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

vapour cloud
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0
1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0
1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0
0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0
0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0
0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

zombie
0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0
0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0
0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0
0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0
0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0



April

parasite
0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
